"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"1","18","Valentin"," Blass ","17.04.1995","20","1.95m","88kg","SG","GER","Rhöndorfer TV","2014-2015","415-bon","4"
"2","7","Ryan"," Brooks ","12.04.1988","27","1.93m","91kg","SG","USA","FRAPORT SKYLINERS","2014-2015","415-bon","4"
"3","9","Angelo"," Caloiaro ","28.07.1989","26","2.03m","102kg","PF","USA","Mitteldeutscher BC","2014-2015","415-bon","4"
"4","11","Tadas"," Klimavicius ","10.10.1982","33","2.04m","108kg","C","LTU","Zalgiris Kaunas (LTU)","2014-2015","415-bon","4"
"5","12","Florian"," Koch ","26.03.1992","23","1.97m","86kg","SF","GER","Team Bonn/Rhöndorf (NBBL)","2014-2015","415-bon","4"
"6","10","Eugene"," Lawrence ","22.06.1986","29","1.84m","105kg","PG","USA","Hoverla (UKR)","2014-2015","415-bon","4"
"7","17","Robin"," Lodders ","30.11.1994","21","2.03m","96kg","C","GER","TSV Neustadt","2014-2015","415-bon","4"
"8","8","Andrej"," Mangold ","14.01.1987","29","1.90m","93kg","PG","GER","Artland Dragons","2014-2015","415-bon","4"
"9","4","Mickey"," McConnell ","14.04.1989","26","1.83m","86kg","PG","USA","Texas Legends (USA)","2014-2015","415-bon","4"
"10","16","Thomas"," Michel ","09.02.1995","21","2.00m","90kg","PF","GER","Rhöndorfer TV","2014-2015","415-bon","4"
"11","5","Dirk"," Mädrich ","16.07.1983","32","2.11m","112kg","C","GER","SC RASTA Vechta","2014-2015","415-bon","4"
"12","6","Benas"," Veikalas ","24.09.1983","32","1.92m","90kg","SG","LTU","BK Prostejov (CZE)","2014-2015","415-bon","4"
"13","19","Anthony Paul"," Vroblicky ","12.07.1992","23","2.08m","104kg","C","USA","American University (USA)","2014-2015","415-bon","4"
"14","14","Steve"," Wachalski ","05.02.1983","33","2.02m","95kg","PF","GER","Mitteldeutscher BC","2014-2015","415-bon","4"
"15","25","Oliver"," Clay ","28.08.1987","28","2.06m","98kg","PF","GER","s.Oliver Baskets","2014-2015","428-mbc","12"
"16","20","Phillip"," Daubner ","09.04.1994","21","1.97m","76kg","SG","GER","BSW Sixers","2014-2015","428-mbc","12"
"17","34","Mark"," Dorris **","27.12.1985","30","1.88m","77kg","SG","USA","Im Kader bis 03/2015","2014-2015","428-mbc","12"
"18","35","Kristian"," Kuhn ","26.08.1987","28","2.08m","110kg","C","GER","Science City Jena","2014-2015","428-mbc","12"
"19","9","Marc"," Liyanage ","09.02.1990","26","1.98m","90kg","SF","GER","BG Göttingen","2014-2015","428-mbc","12"
"20","10","Frantz"," Massenat ","17.01.1992","24","1.93m","0kg","PG","USA","Drexel University (USA)","2014-2015","428-mbc","12"
"21","32","Ryan"," Nicholas **","20.08.1991","24","2.01m","111kg","PF","USA","Im Kader bis 02/2015","2014-2015","428-mbc","12"
"22","12","Djordje"," Pantelic ","05.07.1984","31","2.04m","113kg","C","SRB","Falco-Szova KC-Szombathely (HUN)","2014-2015","428-mbc","12"
"23","24","Patrick"," Richard ","25.01.1990","26","1.96m","0kg","SG","USA","Matrixx Magixx Wijchen (NED)","2014-2015","428-mbc","12"
"24","6","Malte"," Schwarz ","30.03.1989","26","1.88m","78kg","SG","GER","SC Rist Wedel","2014-2015","428-mbc","12"
"25","7","Simonas"," Serapinas **","24.02.1982","34","1.97m","98kg","SF","LTU","Im Kader bis 02/2015","2014-2015","428-mbc","12"
"26","11","Christian"," Standhardinger ","04.07.1989","26","2.03m","99kg","SF","GER","University of Hawaii (USA)","2014-2015","428-mbc","12"
"27","13","Hördur"," Vilhjalmsson ","18.12.1988","27","1.94m","90kg","PG","ISL","CB Valladolid (ESP)","2014-2015","428-mbc","12"
"28","15","Darryl"," Webb **","16.01.1988","28","1.98m","100kg","PF","USA","Im Kader bis 03/2015","2014-2015","428-mbc","12"
"29","40","Beckham"," Wyrick ","13.12.1983","32","1.98m","101kg","SF","USA","medi bayreuth","2014-2015","428-mbc","12"
"30","8","Robert"," Zinn ","22.02.1995","21","1.95m","80kg","PG","GER","Neckar RIESEN Ludwigsburg","2014-2015","428-mbc","12"
"31","21","Tim"," Abromaitis ","17.09.1989","26","2.03m","107kg","SF","USA","SIG Strasbourg (FRA)","2014-2015","422-bra","9"
"32","22","Cornelius"," Adler ","21.01.1989","27","1.98m","90kg","SF","GER","rent4office Nürnberg","2014-2015","422-bra","9"
"33","15","Derrick"," Allen ","17.07.1980","35","2.04m","100kg","PF","USA","Eisbären Bremerhaven","2014-2015","422-bra","9"
"34","16","Robin"," Amaize ","31.01.1994","22","1.88m","80kg","SG","GER","LTi GIESSEN 46ers","2014-2015","422-bra","9"
"35","","Ole"," Angerstein *","24.08.1995","20","2.05m","85kg","C","GER","Team BS/WF","2014-2015","422-bra","9"
"36","8","Martin"," Bogdanov ","06.10.1992","23","1.83m","83kg","PG","GER","Cuxhaven BasCats","2014-2015","422-bra","9"
"37","","Adrian"," Didovic ","21.12.1994","21","1.90m","85kg","PF","GER","LTI GIESSEN 46ers","2014-2015","422-bra","9"
"38","5","Lucas"," Gertz ","02.05.1990","25","1.96m","85kg","SG","GER","SG Braunschweig","2014-2015","422-bra","9"
"39","6","Dominique"," Johnson ","04.08.1992","23","1.94m","98kg","SF","GER","Eisbären Bremerhaven","2014-2015","422-bra","9"
"40","12","Dru"," Joyce ","29.01.1985","31","1.82m","76kg","PG","USA","EWE Baskets Oldenburg","2014-2015","422-bra","9"
"41","24","Trent"," Lockett ","10.12.1990","25","1.96m","95kg","SG","USA","Reno Bighorns (USA)","2014-2015","422-bra","9"
"42","23","Immanuel"," McElroy ","25.03.1980","36","1.94m","95kg","SF","USA","ALBA BERLIN","2014-2015","422-bra","9"
"43","17","Maurice"," Pluskota ","30.05.1992","23","2.08m","110kg","PF","GER","Eisbären Bremerhaven","2014-2015","422-bra","9"
"44","31","Nicolai"," Simon ","03.01.1987","29","1.90m","89kg","PG","GER","medi bayreuth","2014-2015","422-bra","9"
"45","9","Sid-Marlon"," Theis ","26.04.1993","22","2.05m","102kg","PF","GER","Erdgas Ehingen","2014-2015","422-bra","9"
"46","7","Kyle"," Visser ","19.10.1985","30","2.11m","110kg","C","USA","KK Radnicki (SRB)","2014-2015","422-bra","9"
"47","11","Bryan"," Bailey ","13.05.1980","35","1.85m","77kg","SG","USA","Artland Dragons","2014-2015","425-bay","16"
"48","15","Brandon Kyle"," Bowman ","15.10.1984","31","2.04m","100kg","PF","USA","RASTA Vechta","2014-2015","425-bay","16"
"49","6","David"," Brembly ","11.02.1993","23","1.97m","94kg","SG","GER","Trefl Sopot (POL)","2014-2015","425-bay","16"
"50","55","Jason"," Brickman **","19.11.1991","24","1.83m","75kg","PG","USA","Im Kader bis 03/2015","2014-2015","425-bay","16"
"51","30","Ronald"," Burrell ","21.07.1983","32","2.04m","102kg","PF","USA","EWE Baskets Oldenburg","2014-2015","425-bay","16"
"52","10","Dilhan"," Durant ","22.03.1996","20","1.85m","75kg","PG","GER","medi bayreuth","2014-2015","425-bay","16"
"53","23","Je'Kel"," Foster ","22.07.1983","32","1.91m","102kg","SG","USA","Sidigas Avellino (ITA)","2014-2015","425-bay","16"
"54","22","Phillipp"," Heyden ","26.09.1988","27","2.06m","112kg","C","GER","Mitteldeutscher BC","2014-2015","425-bay","16"
"55","24","Trevon"," Hughes **","04.04.1987","28","1.83m","88kg","SG","USA","Im Kader bis 01/2015","2014-2015","425-bay","16"
"56","31","Philipp"," Johannes *","16.08.1994","21","1.92m","88kg","SF","GER","BBC Bayreuth","2014-2015","425-bay","16"
"57","12","Javon"," McCrea ","05.11.1992","23","2.01m","113kg","C","USA","Buffalo Bulls (USA)","2014-2015","425-bay","16"
"58","8","Lukas"," Palyza ","10.11.1989","26","2.01m","94kg","SF","CZE","CEZ Nymburk (CZE)","2014-2015","425-bay","16"
"59","21","Simon"," Schmitz ","17.02.1990","26","1.88m","77kg","PG","GER","Science City Jena","2014-2015","425-bay","16"
"60","35","Julius"," Seither ","04.03.1994","22","2.02m","96kg","PF","GER","BG Karlsruhe","2014-2015","425-bay","16"
"61","17","Peter"," Zeis ","13.05.1989","26","1.96m","96kg","SF","GER","TSV Tröster Breitengüßbach","2014-2015","425-bay","16"
"62","20","Sean"," Armand ","26.08.1991","24","1.93m","91kg","SG","USA","Iona University (USA)","2014-2015","426-fra","6"
"63","21","Danilo"," Barthel ","24.10.1991","24","2.07m","100kg","PF","GER","USC Heidelberg","2014-2015","426-fra","6"
"64","13","Kevin"," Bright ","09.07.1992","23","1.96m","95kg","SF","GER","Vanderbilt University (NCAA)","2014-2015","426-fra","6"
"65","25","Jacob"," Burtschi ","21.05.1984","31","2.01m","103kg","PF","USA","Eisbären Bremerhaven","2014-2015","426-fra","6"
"66","30","Justin"," Cobbs ","16.03.1991","25","1.91m","0kg","PG","USA","VEF Riga (LAT)","2014-2015","426-fra","6"
"67","","Jules"," Dang Akodo *","05.05.1996","19","1.88m","83kg","PG","GBR","Union Olimpija Ljubljana (SLO)","2014-2015","426-fra","6"
"68","42","Aaron"," Doornekamp ","05.12.1985","30","2.01m","96kg","SF","CAN","New Yorker Phantoms Braunschweig","2014-2015","426-fra","6"
"69","55","Kyle James"," Fossman ","21.11.1991","24","1.82m","82kg","PG","CAN","University of Alaska Anchorage (USA)","2014-2015","426-fra","6"
"70","12","Stefan"," Ilzhöfer ","22.03.1995","21","2.00m","85kg","SF","GER","Neckar RIESEN Ludwigsburg","2014-2015","426-fra","6"
"71","41","Niklas"," Kiel ","04.09.1997","18","2.07m","94kg","PF","GER","finke baskets","2014-2015","426-fra","6"
"72","7","Konstantin"," Klein ","21.05.1991","24","1.87m","86kg","PG","GER","Oettinger Rockets Gotha","2014-2015","426-fra","6"
"73","","Jamin"," Knothe ","25.08.1996","19","1.95m","85kg","SG","GER","FTG Frankfurt","2014-2015","426-fra","6"
"74","4","Mikko"," Koivisto ","15.04.1987","28","1.95m","0kg","SG","FIN","Royal Hali Gaziantep (TUR)","2014-2015","426-fra","6"
"75","10","Max"," Merz ","01.02.1994","22","1.83m","80kg","PG","GER","Eintracht Frankfurt","2014-2015","426-fra","6"
"76","","Jakob"," Merz *","26.01.1997","19","1.80m","70kg","PG","GER","Im Kader bis 01/2015","2014-2015","426-fra","6"
"77","24","Mike"," Morrison ","31.10.1989","26","2.06m","0kg","C","USA","Kataja Basket (FIN)","2014-2015","426-fra","6"
"78","52","Armin"," Musovic ","19.02.1996","20","1.92m","75kg","PG","GER","Eintracht Frankfurt","2014-2015","426-fra","6"
"79","","Lennart"," Okeke *","15.09.1996","19","1.91m","84kg","SG","GER","FRAPORT SKYLINERS","2014-2015","426-fra","6"
"80","8","Tim"," Oldenburg ","16.06.1992","23","2.02m","90kg","PF","GER","Gymnasion Oberursel","2014-2015","426-fra","6"
"81","22","Johannes"," Richter ","06.12.1993","22","2.05m","98kg","C","GER","Bike-Cafe Messingschlager Baunach","2014-2015","426-fra","6"
"82","23","Quantez"," Robertson ","16.12.1984","31","1.88m","93kg","SG","USA","Auburn Tigers (USA)","2014-2015","426-fra","6"
"83","17","Johannes"," Voigtmann ","30.09.1992","23","2.11m","115kg","C","GER","Science City Jena","2014-2015","426-fra","6"
"84","31","Nikolaj"," Vukovic *","28.02.1993","23","1.87m","80kg","SG","GER","FRAPORT SKYLINERS","2014-2015","426-fra","6"
"85","33","Richard"," Williams **","22.08.1987","28","1.78m","80kg","PG","USA","Im Kader bis 01/2015","2014-2015","426-fra","6"
"86","12","Robin"," Benzing ","25.01.1989","27","2.08m","101kg","SF","GER","ratiopharm ulm","2014-2015","486-fcb","3"
"87","54","John"," Bryant ","13.06.1987","28","2.11m","127kg","C","USA","ratiopharm ulm","2014-2015","486-fcb","3"
"88","14","Nihad"," Djedovic ","12.01.1990","26","1.96m","86kg","SF","GER","ALBA BERLIN","2014-2015","486-fcb","3"
"89","25","Anton"," Gavel ","24.10.1984","31","1.89m","87kg","SG","GER","Brose Baskets","2014-2015","486-fcb","3"
"90","32","Yassin"," Idbihi ","24.07.1983","32","2.08m","107kg","C","GER","ALBA BERLIN","2014-2015","486-fcb","3"
"91","45","Jan-Hendrik"," Jagla ","25.06.1981","34","2.13m","105kg","PF","GER","ALBA BERLIN","2014-2015","486-fcb","3"
"92","17","Mauricio"," Marin ","21.04.1994","21","1.92m","80kg","SG","GER","ALBA BERLIN","2014-2015","486-fcb","3"
"93","41","Daniel"," Mayr ","28.07.1995","20","2.17m","96kg","C","GER","Science City Jena","2014-2015","486-fcb","3"
"94","4","Bo"," McCalebb ","04.05.1985","30","1.83m","83kg","PG","USA","Fenerbahce Ülker (TUR)","2014-2015","486-fcb","3"
"95","9","Vasilije"," Micic ","13.01.1994","22","1.95m","92kg","PG","SRB","KK Mega Vizura Belgrad (SRB)","2014-2015","486-fcb","3"
"96","20","Dusko"," Savanovic ","05.09.1983","32","2.04m","104kg","PF","SRB","Anadolu Efes SK Istanbul (TÜR)","2014-2015","486-fcb","3"
"97","8","Heiko"," Schaffartzik ","03.01.1984","32","1.83m","83kg","PG","GER","ALBA BERLIN","2014-2015","486-fcb","3"
"98","10","Lucca"," Staiger ","14.06.1988","27","1.96m","93kg","SG","GER","Neckar RIESEN Ludwigsburg","2014-2015","486-fcb","3"
"99","15","Vladimir"," Stimac ","25.08.1987","28","2.10m","115kg","C","SRB","Unicaja Malaga (ESP)","2014-2015","486-fcb","3"
"100","44","Bryce"," Taylor ","27.09.1986","29","1.95m","95kg","SF","USA","Artland Dragons","2014-2015","486-fcb","3"
"101","16","Paul"," Zipser ","18.02.1994","22","2.00m","94kg","SG","GER","MLP Academics Heidelberg","2014-2015","486-fcb","3"
"102","40","Jon"," Brockman ","20.03.1987","29","2.01m","116kg","C","USA","Elan Chalon (Frankreich)","2014-2015","433-lud","8"
"103","23","Matthew"," Bryan-Amaning **","09.05.1988","27","2.06m","109kg","PF","GBR","Im Kader bis 10/2014","2014-2015","433-lud","8"
"104","42","Folarin"," Campbell **","27.02.1986","30","1.90m","96kg","SG","USA","Im Kader bis 12/2014","2014-2015","433-lud","8"
"105","15","Patrick"," Flomo ","19.07.1980","35","2.03m","101kg","C","GER","Düsseldorf Baskets","2014-2015","433-lud","8"
