"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"1","21","Jamar"," Abrams ","21.06.1989","29","2.01m","98kg","SF","USA","SCM CSU Craiova (ROM)","2017-2018","421-gie","11"
"2","6","Mahir"," Agva ","26.06.1996","22","2.06m","108kg","C","GER","FRAPORT SKYLINERS","2017-2018","421-gie","11"
"3","54","John"," Bryant ","13.06.1987","31","2.11m","127kg","C","USA","AS Monaco (FRA)","2017-2018","421-gie","11"
"4","11","Darwin"," Davis ","10.03.1993","25","1.83m","77kg","PG","USA","Rogaska Crystal (SLO)","2017-2018","421-gie","11"
"5","20","Austin"," Hollins ","08.11.1991","26","1.93m","83kg","SG","USA","Kauhajoki Karhu (FIN)","2017-2018","421-gie","11"
"6","0","Nicholas"," Hornsby ","21.06.1995","23","2.01m","107kg","PF","USA","GIESSEN 46ers II","2017-2018","421-gie","11"
"7","4","Bjarne"," Kraushaar ","12.06.1999","19","1.91m","82kg","PG","GER","Licher BasketBären","2017-2018","421-gie","11"
"8","10","Max"," Landis ","02.02.1993","25","1.88m","84kg","PG","USA","Okapi Aalstar (BEL)","2017-2018","421-gie","11"
"9","13","Benjamin"," Lischka ","21.06.1989","29","2.04m","105kg","PF","GER","Crailsheim Merlins","2017-2018","421-gie","11"
"10","23","Jahenns"," Manigat **","29.06.1991","27","1.86m","79kg","SG","CAN","*bis zum 19.01.2018 im Kader","2017-2018","421-gie","11"
"11","25","Mauricio"," Marin ","21.04.1994","24","1.92m","80kg","SG","GER","WALTER Tigers Tübingen","2017-2018","421-gie","11"
"12","22","Dennis"," Mavin ","09.12.1991","26","1.90m","83kg","PG","USA","FUS Rabat (MAR)","2017-2018","421-gie","11"
"13","0","Anthony"," Okao ","21.04.1998","20","2.10m","100kg","PF","GER","IBA München","2017-2018","421-gie","11"
"14","12","Leon Iduma"," Okpara ","03.02.1998","20","1.95m","90kg","SG","GER","Rheinstars Köln","2017-2018","421-gie","11"
"15","8","Alen"," Pjanic ","05.03.1997","21","1.99m","80kg","SF","GER","MTV Gießen","2017-2018","421-gie","11"
"16","5","Jeril"," Taylor ","13.05.1994","24","1.93m","88kg","SG","USA","GIESSEN 46ers II","2017-2018","421-gie","11"
"17","33","Marco"," Völler **","06.01.1989","29","1.99m","108kg","PF","GER","*bis zum 10.12.2017 im Kader","2017-2018","421-gie","11"
"18","13","Yorman Polas"," Bartolo ","08.08.1985","33","1.92m","88kg","SF","GER","GIESSEN 46ers","2017-2018","415-bon","5"
"19","12","Martin"," Breunig ","18.02.1992","26","2.03m","80kg","PF","GER","MHP RIESEN Ludwigsburg","2017-2018","415-bon","5"
"20","4","Ron"," Curry ","12.07.1993","25","1.93m","86kg","SG","USA","KRKA Novo Mesto (SLO)","2017-2018","415-bon","5"
"21","11","Anthony"," DiLeo ","22.06.1990","28","1.90m","95kg","SG","GER","GIESSEN 46ers","2017-2018","415-bon","5"
"22","8","Nemanja"," Djurisic ","23.02.1992","26","2.03m","104kg","PF","SCG","Stelmet Zielona Gora (POL)","2017-2018","415-bon","5"
"23","0","David"," Falkenstein ","25.09.1997","20","1.85m","73kg","PG","GER","Bonner SV Roleber","2017-2018","415-bon","5"
"24","0","Viktor"," Frankl-Maus *","08.09.1993","24","1.86m","75kg","PG","GER","SG Köln 99ers","2017-2018","415-bon","5"
"25","9","Julian"," Gamble ","15.09.1989","28","2.08m","114kg","C","USA","Basic-FIT Brüssel (BEL)","2017-2018","415-bon","5"
"26","0","Anton"," Geretzki *","26.11.1998","19","2.00m","94kg","SF","GER","Rhöndorfer TV","2017-2018","415-bon","5"
"27","15","Malcolm"," Hill ","26.10.1995","22","1.98m","100kg","SF","USA","Star Hotshots (PHI)","2017-2018","415-bon","5"
"28","10","Julian"," Jasinski ","27.04.1996","22","2.01m","95kg","PF","GER","Phoenix Hagen","2017-2018","415-bon","5"
"29","7","Konstantin"," Klein ","21.05.1991","27","1.87m","86kg","PG","GER","FRAPORT SKYLINERS","2017-2018","415-bon","5"
"30","0","Yannik"," Kneesch *","29.03.1996","22","2.03m","100kg","PF","GER","BIS Baskets Speyer","2017-2018","415-bon","5"
"31","14","Josh"," Mayo ","15.07.1987","31","1.81m","79kg","PG","USA","Basket Givova Scafati (ITA)","2017-2018","415-bon","5"
"32","17","Alexander"," Möller *","22.01.1998","20","2.08m","105kg","C","GER","Team Bonn/Rhöndorf","2017-2018","415-bon","5"
"33","5","Jordan"," Parks ","06.04.1994","24","2.01m","94kg","PF","USA","Pallacanestro Alma Trieste (ITA)","2017-2018","415-bon","5"
