"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"1","10","Jamal"," Basit ","17.09.1978","35","2.06m","103kg","","XXX","","2002-2003","421-gie","10"
"2","13","Dominic"," Cannon ","00.00.0000","2014","0.00m","0kg","","XXX","","2002-2003","421-gie","10"
"3","12","Ervin"," Dragsic ","22.10.1974","39","1.83m","0kg","","XXX","Basket Le Mans (FRA)","2002-2003","421-gie","10"
"4","8","Robin"," Grey ","09.08.1976","38","1.94m","93kg","","DEU","OPEL SKYLINERS","2002-2003","421-gie","10"
"5","9","Greg"," Harris ","15.04.1978","36","1.91m","0kg","","XXX","Power Wevelgem (BEL)","2002-2003","421-gie","10"
"6","14","Florian"," Hartenstein ","13.08.1977","37","2.05m","120kg","","DEU","Uni of Oregon (USA)","2002-2003","421-gie","10"
"7","11","Roman"," Horvat ","21.11.1971","42","2.01m","0kg","","XXX","* bis 10/02 im Verein","2002-2003","421-gie","10"
"8","15","Lucian"," Kieser ","19.02.1979","35","2.03m","0kg","","DEU","Avitos Lich","2002-2003","421-gie","10"
"9","7","Jussi"," Kumpulainen ","09.04.1976","38","2.04m","100kg","","XXX","Dafni Athen (GRE)","2002-2003","421-gie","10"
"10","","Thorsten"," Leibenath ","07.04.1975","39","1.90m","80kg","","DEU","TV Lich","2002-2003","421-gie","10"
"11","11","Brian"," Lynch ","01.01.1979","35","1.98m","95kg","","XXX","Panionios Athen (GRE)","2002-2003","421-gie","10"
"12","9","Bjorn-Aubre"," McKie ","07.04.1977","37","1.87m","90kg","","XXX","Keravnos Strovolov Nicosia (CYP)","2002-2003","421-gie","10"
"13","13","Christian"," Mehrens ","19.01.1972","42","2.15m","98kg","","DEU","RheinEnergie Cologne","2002-2003","421-gie","10"
"14","4","Mike"," Mitchell ","04.04.1967","47","2.02m","103kg","","XXX","Besancon","2002-2003","421-gie","10"
"15","7","Nosakhare"," Obasuyi ","26.07.1980","34","2.08m","0kg","","XXX","* bis 01/03 im Verein","2002-2003","421-gie","10"
"16","13","Clifford"," Owens ","23.01.1978","36","2.05m","0kg","","XXX","ES Chalon-sur-Saone (FRA)","2002-2003","421-gie","10"
"17","5","Milan"," Reljic ","01.01.1976","38","1.85m","0kg","","XXX","Irkutsk","2002-2003","421-gie","10"
"18","6","Sebastian"," Szymanski ","24.01.1975","39","1.86m","82kg","","DEU","TV Lich ","2002-2003","421-gie","10"
"19","10","Derek"," Vogel ","10.06.1974","40","1.97m","0kg","","XXX","Mitteldeutscher BC","2002-2003","421-gie","10"
"20","","Joseph"," Whelton ","15.02.1956","58","1.82m","85kg","","XXX","TATAMI Rhöndorf","2002-2003","421-gie","10"
"21","13","Brian"," Brown ","14.02.1979","35","1.89m","97kg","","XXX","Ohio State University (USA)","2002-2003","415-bon","2"
"22","4","Waldemar"," Buchmiller ","13.06.1980","34","1.93m","82kg","","DEU","SSV ratiopharm Ulm","2002-2003","415-bon","2"
"23","11","Peter"," Huber-Saffer ","11.11.1980","33","2.08m","98kg","","DEU","SER Rhöndorf","2002-2003","415-bon","2"
"24","14","Branko"," Klepac ","14.09.1979","34","2.06m","97kg","","DEU","TSV Speyer","2002-2003","415-bon","2"
"25","9","Thilo"," Klette ","18.12.1977","36","2.06m","105kg","","DEU","Brandt Hagen","2002-2003","415-bon","2"
"26","","Predrag"," Krunic ","01.01.1967","47","1.81m","0kg","","XXX","","2002-2003","415-bon","2"
"27","12","Greg"," Miller ","08.10.1977","36","1.93m","98kg","","XXX","Etendard Brest (FRA)","2002-2003","415-bon","2"
"28","6","Aleksandar"," Nadjfeji ","24.10.1976","37","2.02m","104kg","","XXX","KK Radnicki Belgrad (JUG)","2002-2003","415-bon","2"
"29","7","Oluoma"," Nnamaka ","14.09.1978","35","2.00m","100kg","","XXX","Marquette University (USA)","2002-2003","415-bon","2"
"30","15","Aleksandar"," Radojevic ","08.08.1976","38","2.20m","114kg","","XXX","Mabo Livorno","2002-2003","415-bon","2"
"31","5","Terrence"," Rencher ","19.02.1973","41","1.92m","84kg","","XXX","KK Split (CRO)","2002-2003","415-bon","2"
"32","10","Brad"," Traina ","14.08.1977","37","1.97m","98kg","","XXX","Scavolini Pesaro (ITA)","2002-2003","415-bon","2"
"33","","Sanjin"," Vidovic ","12.06.1972","42","1.86m","83kg","","XXX","SG Sechtem","2002-2003","415-bon","2"
"34","11","Paul"," Bayer ","08.04.1970","44","1.92m","90kg","","XXX","Racing Basket Antwerpen (BEL)","2002-2003","428-mbc","11"
"35","10","Adnan"," Chuk ","12.08.1981","33","1.94m","103kg","","XXX","Norrkoping Dolphins (SWE)","2002-2003","428-mbc","11"
"36","","Dirk"," Dittrich ","12.03.1977","37","1.98m","95kg","","DEU","Kent State University","2002-2003","428-mbc","11"
"37","8","Toni"," Feireisl ","27.01.1984","30","1.84m","85kg","","DEU","SSV Einheit Weißenfels","2002-2003","428-mbc","11"
"38","5","Jerry"," Green ","12.02.1980","34","1.91m","90kg","","XXX","UC Irvine (USA)","2002-2003","428-mbc","11"
"39","","Sabit"," Hadzic ","11.12.1957","56","1.88m","90kg","","XXX","Nationalteam Bosnien-Herzegowina","2002-2003","428-mbc","11"
"40","4","Ivo"," Josipovic ","06.02.1975","39","2.04m","100kg","","XXX","KK Karlovac (CRO)","2002-2003","428-mbc","11"
"41","6","Darko"," Krezic ","17.05.1977","37","1.95m","99kg","","DEU","s.Oliver Würzburg","2002-2003","428-mbc","11"
"42","14","Samir"," Leric ","12.09.1973","40","2.05m","106kg","","XXX","KK Pivovarna Lasko (UNG)","2002-2003","428-mbc","11"
"43","7","Sebastian"," Machowski ","18.01.1972","42","2.00m","96kg","","DEU","Bayer Giants Leverkusen","2002-2003","428-mbc","11"
"44","13","Len"," Matela ","27.01.1980","34","2.06m","106kg","","XXX","B. Green Falcons (NCAA)","2002-2003","428-mbc","11"
"45","9","Aleksandar"," Meimarides ","12.05.1975","39","1.95m","92kg","","XXX","P. Trieste (ITA)","2002-2003","428-mbc","11"
"46","12","Christoph"," Tetzner ","26.04.1981","33","2.00m","97kg","","DEU","TuS Lichterfelde","2002-2003","428-mbc","11"
"47","9","Tommy"," Thorwarth ","01.12.1979","34","1.94m","87kg","","DEU","ALBA BERLIN","2002-2003","428-mbc","11"
"48","15","Sergej"," Using ","19.03.1977","37","2.13m","109kg","","DEU","BSG Bremerhaven","2002-2003","428-mbc","11"
"49","13","Tarvis"," Williams ","22.01.1978","36","2.05m","102kg","","XXX","JDA Dijon (FRA)","2002-2003","428-mbc","11"
"50","15","Joakim"," Blom ","16.03.1976","38","2.11m","104kg","","XXX","ASVEL Villeurbanne (FRA)","2002-2003","422-bra","5"
